transaction_id,timestamp,merchant_id,amount,avg_amount_30d,amount_ratio,customer_tenure_days,device_age_days,distance_from_home_km,failed_attempts_1h,tx_count_10m,shared_cards_24h,shared_devices_24h,merchant_risk_score,hour_of_day,is_international,is_new_device,billing_shipping_mismatch,is_fraud,attack_type
txn_demo_011473,2026-08-13 01:25:34+00:00,merchant_021,116.1793915952202,737.0139037574202,0.15763527798175614,139.0858035324701,88.47166301600078,7.1550603694731345,2,15,1,0,0.3023137883838316,1,0,1,0,1,merchant_fraud_spike
txn_demo_010754,2026-08-10 03:15:51+00:00,merchant_003,1755.464027611748,313.0520665762002,5.6075784670932665,507.72379181280326,8.892608029025652,1077.9426635043378,0,2,0,0,0.16738733075947626,3,1,1,0,1,account_takeover
txn_demo_011261,2026-08-12 03:01:03+00:00,merchant_013,375.65649214440646,511.2780267747918,0.7347401462059624,486.4735047969059,57.7699472771822,12.027939342808853,0,2,0,0,0.2759235392557077,3,0,0,0,0,legitimate
txn_demo_010729,2026-08-10 00:26:05+00:00,merchant_010,102.21391965747542,504.2593492933291,0.20270108982752305,174.13820378735008,301.3301588910916,6.174716706446896,0,3,0,1,0.053744968829012287,0,0,0,0,0,legitimate
txn_demo_011919,2026-08-14 18:04:07+00:00,merchant_010,773.3047991900683,1401.9851278005224,0.5515784610377805,186.2652016440395,141.87853784456567,17.56121671384821,0,2,0,0,0.20840425540031146,18,0,0,0,0,legitimate
txn_demo_010921,2026-08-10 22:18:59+00:00,merchant_039,311.52607477985697,344.41242523971886,0.9045146224414748,173.64146144196405,126.27856822741845,20.18512565085696,1,2,0,1,0.06574932714175544,22,1,0,0,0,legitimate
txn_demo_010761,2026-08-10 03:53:12+00:00,merchant_027,927.4822413110676,113.51661826581044,8.170453414488403,654.0284612019218,53.39535986329966,31.014337412264524,0,1,0,0,0.20382479900096,3,0,0,1,0,legitimate
txn_demo_010738,2026-08-10 01:28:42+00:00,merchant_044,2515.9914341584204,350.1132712673743,7.186221262195485,322.05338977168844,22.525393432802492,19.62785976275493,0,2,0,0,0.10205430323726734,1,0,0,0,0,legitimate
txn_demo_011453,2026-08-12 22:17:47+00:00,merchant_042,267.5176527551698,377.08095334627154,0.7094435568309113,626.2045303696738,389.271996893541,15.806550859170835,0,3,0,0,0.20905720276679515,22,0,0,0,0,legitimate
txn_demo_010695,2026-08-09 21:28:57+00:00,merchant_058,171.80875140912082,387.02695212991324,0.4439193458326639,502.8911404765126,100.75919515053194,7.207304583477516,0,2,0,2,0.07365938700997328,21,0,0,0,0,legitimate
txn_demo_010850,2026-08-10 14:36:41+00:00,merchant_055,416.4316712082332,103.70414332902307,4.0155740922232654,500.764492750457,126.36773404189051,2.9355404801232026,0,3,0,1,0.12906857116793274,14,0,0,0,0,legitimate
txn_demo_010915,2026-08-10 21:59:25+00:00,merchant_000,1171.252919900094,800.3848821829007,1.46336212236508,174.44580280820534,120.5369275411647,8.320594354451531,0,1,0,0,0.12185002326802871,21,0,0,0,0,legitimate
txn_demo_010730,2026-08-10 00:26:45+00:00,merchant_011,4641.7502973897035,913.4923368018642,5.081323740098868,182.03197254794767,11.73462027442156,1551.7847373142122,0,3,0,0,0.029020778909846022,0,1,1,1,1,account_takeover
txn_demo_011773,2026-08-14 05:34:42+00:00,merchant_047,1145.6560445347336,583.8789150598133,1.9621466283251061,607.744160324956,67.44859339929839,9.467918344689643,0,2,0,0,0.2512222956598165,5,0,0,0,0,legitimate
txn_demo_011782,2026-08-14 06:42:42+00:00,merchant_032,130.53052467825586,157.36730102825805,0.8294640870457378,232.5274564737063,234.33785513628615,6.036315714988035,0,7,6,6,0.9210867416826036,6,0,0,0,1,abuse_ring
txn_demo_011923,2026-08-14 18:16:40+00:00,merchant_014,1135.99761111382,403.473195552276,2.8155466673786376,479.96678105968306,216.3862605086527,0.8265754443088887,0,1,0,1,0.4559577580198403,18,0,0,0,0,legitimate
txn_demo_011498,2026-08-13 03:54:15+00:00,merchant_001,369.98196184082195,542.5167641004788,0.6819733256616898,652.1192802967562,159.39685293999403,19.68920915718858,0,3,0,0,0.08732309560001097,3,0,0,0,0,legitimate
txn_demo_010671,2026-08-09 18:54:12+00:00,merchant_028,304.77671170559194,178.83712528825282,1.704213882963884,329.0888117975189,215.57856143275507,33.506338777331955,0,5,0,0,0.04951632368276813,18,0,0,0,0,legitimate
txn_demo_011544,2026-08-13 06:50:13+00:00,merchant_029,167.84169793430024,662.7869924554303,0.2532362581717186,192.48034938744658,69.2596497456877,5.738055085569043,0,2,0,0,0.17828709536366263,6,0,1,0,0,legitimate
txn_demo_010489,2026-08-09 02:23:45+00:00,merchant_014,1194.387472949373,196.87048569389054,6.066869133479454,614.7364596333125,167.05835792559554,29.1703961872538,0,3,1,1,0.10272789329609743,2,0,0,0,0,legitimate
txn_demo_011761,2026-08-14 04:25:40+00:00,merchant_035,606.5361636765351,978.3964353907483,0.619928836345667,303.87694141261585,296.00762603915103,71.16731103387121,0,2,0,0,0.22074116917291092,4,1,0,0,0,legitimate
txn_demo_011833,2026-08-14 10:58:26+00:00,merchant_058,537.4423012218443,1175.7174118137202,0.4571186033493874,420.4650317694777,147.06370196974564,4.588269326357862,0,3,0,0,0.1647808527043821,10,0,0,0,0,legitimate
txn_demo_010819,2026-08-10 10:43:20+00:00,merchant_004,765.956625126709,377.59740254936935,2.0285007787535383,149.19685849949272,453.8046613917674,24.885669906730826,1,3,0,1,0.25875813702522205,10,0,0,0,0,legitimate
txn_demo_011627,2026-08-13 15:14:37+00:00,merchant_043,804.7639994717915,665.5435971404834,1.2091829940660093,449.23954522539276,303.35221973202357,9.379462115769572,1,1,0,0,0.08883849762910705,15,0,0,0,0,legitimate
txn_demo_010860,2026-08-10 15:07:26+00:00,merchant_029,152.8447172870027,284.3010772489885,0.5376156811152093,235.73827906864716,96.27455630849549,6.046237232690063,2,1,0,1,0.17310873812764452,15,0,0,0,0,legitimate
txn_demo_011686,2026-08-13 20:57:34+00:00,merchant_031,146.2015751341586,1016.4355838555817,0.14383752148816087,434.43643399261447,73.25498902200418,12.927484342255902,0,2,0,1,0.5384567740343515,20,0,0,0,0,legitimate
txn_demo_011555,2026-08-13 07:41:49+00:00,merchant_056,728.2950375425299,601.7676468998255,1.2102595433545582,284.81046702606255,260.74128109863835,20.32951295664561,0,1,0,0,0.1544212068121896,7,0,0,0,0,legitimate
txn_demo_011940,2026-08-14 19:41:49+00:00,merchant_038,151.17246285237104,632.872695497237,0.23886709590717525,208.72307068934418,17.22742482297178,15.353092017416746,1,4,0,1,0.22388896961039975,19,0,0,0,0,legitimate
txn_demo_010552,2026-08-09 09:01:30+00:00,merchant_013,250.70290382187724,366.36855975468217,0.6842915341582426,137.27560010489162,244.3160470403389,61.73084860117624,0,2,0,0,0.14873168209021612,9,0,0,0,0,legitimate
txn_demo_010751,2026-08-10 03:09:25+00:00,merchant_018,166.40014464518447,1021.8432704387516,0.16284311837150603,164.72848957655387,52.075473673807394,58.0271637293254,1,3,0,0,0.16767946249165058,3,0,0,0,0,legitimate
txn_demo_010265,2026-08-08 06:44:45+00:00,merchant_046,85.03735474026985,710.0706582902168,0.11975900390678272,242.05676346409902,103.55402175370293,13.34279012495301,0,2,0,0,0.23018679229419448,6,0,0,0,0,legitimate
txn_demo_011548,2026-08-13 07:04:30+00:00,merchant_053,439.0736847439648,834.2790041524871,0.5262911838348412,100.8117884378906,106.71364810142256,13.151555813988402,0,3,0,0,0.25048215460577933,7,0,0,0,0,legitimate
txn_demo_010524,2026-08-09 06:30:24+00:00,merchant_043,263.0934117704436,158.60364903827607,1.6588105845342236,160.4174937728026,228.87448267493426,12.024217140104556,0,3,0,0,0.37520206374009646,6,0,0,0,0,legitimate
txn_demo_011334,2026-08-12 08:51:43+00:00,merchant_033,177.90675335405984,407.26802254720934,0.4368296637712022,120.48055097796049,26.042227316478527,21.72206138720834,0,3,0,0,0.04927758760265194,8,1,0,0,0,legitimate
txn_demo_011843,2026-08-14 12:12:55+00:00,merchant_045,350.19874712550177,1002.9742073139241,0.3491602720905184,286.5330565061402,20.273434141668275,17.924469040867248,0,5,0,0,0.03708419140639324,12,0,0,0,0,legitimate
txn_demo_010451,2026-08-08 22:41:35+00:00,merchant_043,490.54087389697696,648.4614055931522,0.756468881055883,86.90859765465892,81.3808223540896,15.18574133065264,0,2,0,0,0.49302352226287044,22,0,0,0,0,legitimate
txn_demo_011553,2026-08-13 07:37:26+00:00,merchant_021,610.9176217527895,973.8569411357104,0.6273176233054707,152.1618466961428,100.85349131383435,18.43885653373106,0,3,1,0,0.23401992450939302,7,0,0,0,0,legitimate
txn_demo_010810,2026-08-10 09:36:56+00:00,merchant_034,644.1264949156487,160.373848311779,4.016406051835943,189.01379062524703,383.7606955673825,6.526235189140557,0,2,0,0,0.25292077585797973,9,0,1,0,0,legitimate
txn_demo_011570,2026-08-13 08:43:06+00:00,merchant_038,664.7827355769591,777.9879005549543,0.8544898128913783,182.10086476553855,35.380786213447855,14.86858547484238,0,3,0,1,0.45525059569016924,8,0,0,0,0,legitimate
txn_demo_010878,2026-08-10 17:36:29+00:00,merchant_003,28.426682837512274,174.9471607719887,0.1624872487902859,150.1905863199201,401.677867460128,42.61833539370056,0,3,0,0,0.15573397732993927,17,0,0,0,0,legitimate
txn_demo_011536,2026-08-13 06:26:23+00:00,merchant_044,350.2373464338248,256.53229709276735,1.365275836231926,936.9871962992717,252.9522283742807,36.8001788652494,1,2,0,0,0.1222502681798433,6,0,0,0,0,legitimate
txn_demo_011539,2026-08-13 06:32:06+00:00,merchant_030,315.5541026923246,446.2230207374428,0.707166793346586,150.28023392613576,106.63204313277966,6.372109417546014,0,12,5,4,0.6967378036397148,6,0,0,0,1,abuse_ring
txn_demo_010229,2026-08-08 04:33:43+00:00,merchant_009,383.42446034186844,418.45471845589975,0.9162866217800264,309.9035942196132,147.984224373669,1.1313699927546126,0,2,0,0,0.4293281056003374,4,0,0,0,0,legitimate
txn_demo_011321,2026-08-12 07:16:02+00:00,merchant_018,772.6251590354457,263.1933565992094,2.9355800200230684,155.3395041929489,68.63656399139623,3.0743536449035624,1,1,0,1,0.062255160815759956,7,0,0,0,0,legitimate
txn_demo_011909,2026-08-14 16:50:16+00:00,merchant_045,1152.2414134045614,495.26738944950665,2.326503698709673,59.17465345405451,43.83118389313896,4.991782016898946,0,3,0,0,0.011696014845851577,16,0,0,0,0,legitimate
txn_demo_010335,2026-08-08 12:55:20+00:00,merchant_047,555.5181470820881,225.27995697970672,2.4659013368514153,452.41987759959295,353.00715651706514,11.754460362878115,1,1,0,0,0.18466788511337917,12,0,0,0,0,legitimate
txn_demo_010851,2026-08-10 14:41:20+00:00,merchant_009,627.6902276438948,145.9766946658139,4.299934514073449,303.8011539953998,195.6931926653501,36.666400985390325,0,3,1,0,0.3969622670877046,14,0,0,0,0,legitimate
txn_demo_011849,2026-08-14 12:49:52+00:00,merchant_023,343.462752002866,185.31951143508263,1.8533545083469578,181.52149613177357,87.09910915331685,28.129712414870284,0,3,0,1,0.1798717391311414,12,0,0,0,0,legitimate
txn_demo_010880,2026-08-10 17:58:29+00:00,merchant_035,367.7144839489011,116.02779395547162,3.1691930994570154,358.89111316226365,811.2690025431377,9.170884506988273,0,3,0,0,0.1484794088809413,17,0,1,0,0,legitimate
txn_demo_011872,2026-08-14 14:08:50+00:00,merchant_029,186.2706570108531,403.8863946676737,0.46119567153065544,134.85223704000302,73.5156757564841,9.081716530284616,0,1,0,1,0.12453991699745436,14,0,0,0,0,legitimate
txn_demo_011654,2026-08-13 17:18:07+00:00,merchant_037,598.9189910573018,136.59920250980176,4.384498445474644,134.43630097854074,99.33269595749447,25.29628711714151,0,2,0,0,0.0749138270630735,17,0,0,0,0,legitimate
txn_demo_011693,2026-08-13 21:38:35+00:00,merchant_010,933.3248995381743,934.2175461010701,0.9990444981828684,509.9389881009651,129.86064964732515,23.351247152533052,0,2,0,1,0.10743507450201716,21,0,0,0,0,legitimate
txn_demo_011510,2026-08-13 04:35:56+00:00,merchant_018,535.2594924891364,1613.7058577693822,0.33169582294819394,621.008135388372,395.83509546846443,38.559687005304,0,1,0,0,0.17988400503325455,4,0,0,0,0,legitimate
txn_demo_010755,2026-08-10 03:24:09+00:00,merchant_017,295.66544039774504,695.8907610384888,0.42487335218607997,193.4840257491889,142.47009434453625,18.06891288214064,0,2,0,0,0.06680414236418893,3,0,0,0,0,legitimate
txn_demo_011795,2026-08-14 07:36:25+00:00,merchant_057,137.46875680017536,426.33874716265547,0.32244021383242627,369.6745871824005,78.14039379033495,26.228339470095154,0,2,0,1,0.16105003172992882,7,0,1,0,0,legitimate
txn_demo_010582,2026-08-09 11:57:12+00:00,merchant_039,196.99238594195032,131.49477879825196,1.498100439745894,219.85732557752553,41.47218707190145,7.516329252017695,1,1,0,0,0.3196242530141682,11,0,0,0,0,legitimate
txn_demo_010373,2026-08-08 16:27:17+00:00,merchant_013,568.7154766986989,406.35859704649494,1.3995409001612125,357.6307978779657,56.99346792154826,49.5777540210288,0,2,1,1,0.23042624848129142,16,0,0,0,0,legitimate
txn_demo_010309,2026-08-08 10:27:03+00:00,merchant_054,176.76917980664152,362.9246662317985,0.48706851932114137,658.2205950119343,242.83947947324828,3.8827881155383377,1,4,0,1,0.17629848705074433,10,0,0,0,0,legitimate
txn_demo_010770,2026-08-10 04:55:20+00:00,merchant_041,832.2544770176098,258.4959250427928,3.2196038559595626,191.01742601566895,117.82428326230166,25.21117363098904,0,2,0,0,0.10498741350860735,4,0,0,0,0,legitimate
txn_demo_010735,2026-08-10 01:12:57+00:00,merchant_048,383.6316683089805,919.2523642612186,0.41733008608283123,72.79811951068726,99.06459497735425,29.54747966222911,0,3,0,1,0.3555232953849075,1,0,0,0,0,legitimate
txn_demo_011804,2026-08-14 08:29:37+00:00,merchant_059,191.37886014811195,303.86220121023575,0.6298212129902298,201.7274915482603,70.88376434817134,3.0823927263685587,0,4,0,0,0.063131454907875,8,0,0,0,0,legitimate
txn_demo_011227,2026-08-11 23:43:16+00:00,merchant_008,103.15718245644595,609.0246748457076,0.16938095731930752,529.3539086561972,481.81322470333924,20.39655990309803,0,3,0,0,0.2612248033802134,23,0,0,0,0,legitimate
txn_demo_011064,2026-08-11 11:01:42+00:00,merchant_003,282.68729178111323,472.6612702230136,0.5980758517568706,869.7152099898434,43.083210279407304,7.1056923345023995,0,3,1,0,0.30039384362975424,11,0,0,0,0,legitimate
txn_demo_010439,2026-08-08 21:36:23+00:00,merchant_038,323.20938387606066,694.9588365406969,0.4650770187841672,185.07110962514426,0.01118558180047291,23.029950636939855,4,22,0,0,0.167303596846496,21,0,1,0,1,card_testing
txn_demo_010311,2026-08-08 10:32:19+00:00,merchant_052,420.0135945964721,356.1258705369047,1.1793964700268718,428.2004177592866,210.45832835672448,4.548939190665796,1,3,0,0,0.08398667436394154,10,0,0,0,0,legitimate
txn_demo_011860,2026-08-14 13:30:01+00:00,merchant_035,732.2643049454705,289.25742313627137,2.531531592191828,281.9155702306716,110.84940411166959,16.59539631756054,0,2,0,0,0.32023104655341644,13,0,0,0,0,legitimate
txn_demo_011148,2026-08-11 17:52:54+00:00,merchant_041,333.7326227844012,284.21368473718536,1.1742313643095912,338.2768006717304,83.0556656826288,23.28662039776603,0,3,1,0,0.26853878293935973,17,0,0,0,0,legitimate
txn_demo_010789,2026-08-10 07:17:08+00:00,merchant_050,3853.8385886078418,229.98508515106008,16.75690658842743,560.9211058737735,139.03597664704816,1.5128352294047054,0,1,1,0,0.47269772827784445,7,0,1,0,0,legitimate
txn_demo_011017,2026-08-11 06:47:14+00:00,merchant_016,646.4172606464859,342.9134610595384,1.8850740319414048,413.45273324610616,48.01355449815843,9.449786606196039,0,1,0,0,0.23907180221321314,6,0,0,0,0,legitimate
txn_demo_010223,2026-08-08 03:48:51+00:00,merchant_025,162.68591184399628,104.01229863086503,1.5641026492584427,297.1816556206768,91.9679749064238,2.3893163600464717,1,10,7,10,0.6544969688346827,3,0,0,0,1,abuse_ring
txn_demo_011767,2026-08-14 04:52:39+00:00,merchant_023,405.8324526408131,192.48233661821192,2.1084139966867737,474.3049263081036,74.30882359565348,5.975227572164115,0,2,0,0,0.11915008488028409,4,0,0,1,0,legitimate
txn_demo_011989,2026-08-14 23:08:34+00:00,merchant_003,204.77427686069566,617.1691435389278,0.33179603841905225,767.5735329210022,3.8632922932353093,16.006846954386052,6,11,0,1,0.2044168384276141,23,0,1,0,0,card_testing
txn_demo_011455,2026-08-12 22:28:18+00:00,merchant_010,783.4563731283993,88.85191394385328,8.81755201833329,482.53823137212646,231.95534399079082,5.599599755826768,0,2,0,1,0.05276517529612847,22,0,0,0,0,legitimate
txn_demo_010718,2026-08-09 23:45:48+00:00,merchant_058,176.71432593641825,433.73402079988324,0.40742555912613304,487.01876456941653,215.9631220455158,58.56219821257415,1,1,0,0,0.0785471669050498,23,1,0,0,0,legitimate
txn_demo_010629,2026-08-09 15:31:08+00:00,merchant_020,145.73459406516773,1050.4844117543498,0.13873084877269648,358.63636384388997,204.89107674739623,45.94829374572154,1,1,2,0,0.04367679939634169,15,0,0,0,0,legitimate
txn_demo_010854,2026-08-10 14:48:38+00:00,merchant_042,573.3172319552529,138.45962576844028,4.1406816519500635,877.750311071556,260.4766549940831,5.657539485963964,0,1,0,0,0.08117735873876421,14,0,0,0,0,legitimate
txn_demo_010531,2026-08-09 06:53:44+00:00,merchant_041,510.8413517129131,179.90101134950953,2.8395690934747253,275.2482876010869,139.1173233722702,10.034072223982726,1,1,0,1,0.09409679247047374,6,0,0,0,0,legitimate
txn_demo_010388,2026-08-08 17:24:55+00:00,merchant_003,335.4772498011076,475.0103698078358,0.7062524759971536,675.5963623099896,218.77740610635354,33.98358688555413,0,4,0,0,0.05194476586710664,17,0,0,0,0,legitimate
txn_demo_011925,2026-08-14 18:24:00+00:00,merchant_015,187.35872938633022,317.00861933125435,0.5910209311708082,303.2657521852867,6.467250646171757,9.730518344096469,2,23,1,0,0.4046796092360867,18,1,1,0,0,card_testing
txn_demo_010583,2026-08-09 12:05:12+00:00,merchant_033,1020.8438601734453,452.53026882154404,2.255857630986484,264.98971006720586,281.2459402725079,5.45309882450612,0,2,0,0,0.11663366731072988,12,0,0,0,0,legitimate
txn_demo_010638,2026-08-09 16:05:17+00:00,merchant_025,1151.877192683535,579.6154762037417,1.9873126925938682,353.41782287247946,429.24934673999024,16.424520118288605,0,1,0,0,0.1535866852414486,16,0,0,1,0,legitimate
txn_demo_011975,2026-08-14 22:06:59+00:00,merchant_040,77.97288572104493,194.65689561030698,0.40056575173757325,500.4877280803188,295.75499450721423,0.2917748109634412,0,3,0,0,0.05845708093764951,22,0,0,0,0,legitimate
txn_demo_010790,2026-08-10 07:19:33+00:00,merchant_016,21.20831332137838,387.01481020673594,0.054799746061524886,455.89161660818564,2.501200131513351,24.049221312569777,3,20,0,1,0.4980018559347246,7,0,1,0,1,card_testing
txn_demo_010410,2026-08-08 19:28:35+00:00,merchant_058,349.02176603651304,305.2099273291373,1.1435465716687818,225.97194429663978,264.7384098179327,5.661402320180443,0,1,0,0,0.1489811596391021,19,0,0,0,0,legitimate
txn_demo_010420,2026-08-08 20:06:45+00:00,merchant_043,659.0586186559482,105.79418197981293,6.229630082887792,382.64939339910006,74.06021846564414,11.907921267627534,0,1,0,0,0.10953935293136544,20,0,0,0,0,legitimate
txn_demo_010403,2026-08-08 18:45:39+00:00,merchant_010,847.6704796993536,129.39499708662194,6.551029783105839,134.667492455225,181.81995997568976,0.5425041493907551,0,1,1,1,0.3511235998483617,18,0,0,0,0,legitimate
txn_demo_010639,2026-08-09 16:08:47+00:00,merchant_020,86.16209720796581,520.5167835974732,0.16553183283057554,318.72358162577757,253.60940418167587,30.770612045542492,0,2,0,0,0.1679206087851878,16,0,0,0,1,legitimate
txn_demo_011819,2026-08-14 09:41:11+00:00,merchant_051,13.926619474611018,399.059145222691,0.03489863505531093,532.8097905694109,2.652036410897347,17.681786868771077,8,28,0,0,0.3104137320009173,9,0,1,0,1,card_testing
txn_demo_011717,2026-08-14 00:27:38+00:00,merchant_057,177.8696047355944,293.3045878591054,0.6064330804843651,619.8872507518928,106.58215876191485,45.83508282389522,0,3,0,0,0.08814132235328162,0,0,0,0,0,legitimate
txn_demo_011941,2026-08-14 19:46:31+00:00,merchant_056,256.4569393449467,389.3987040906687,0.6585973108046927,777.9088879049089,205.07844944376203,4.46445391820054,1,1,0,0,0.34823081455604454,19,0,1,0,0,legitimate
txn_demo_010782,2026-08-10 06:30:40+00:00,merchant_049,171.28855884812688,184.85252163711985,0.9266227873503392,717.9538247865605,350.09165757856977,45.635968970875574,0,1,0,0,0.4115831551355935,6,0,0,0,0,legitimate
txn_demo_011933,2026-08-14 19:02:30+00:00,merchant_031,382.9004481222749,411.98178212129017,0.9294111165564755,265.600992600855,65.65727352242445,11.563349944220116,0,3,0,0,0.05883964099262627,19,0,0,0,0,legitimate
txn_demo_010683,2026-08-09 20:30:57+00:00,merchant_011,261.9844052440137,418.9730729630018,0.6253012953583027,316.4732706143414,169.06588281403165,22.687949160432954,0,1,0,0,0.3431062485018539,20,0,0,1,0,legitimate
txn_demo_011449,2026-08-12 21:41:37+00:00,merchant_027,298.0806185920627,717.1746666817293,0.41563182923239833,132.90379307535272,257.419291530379,11.201225358262331,0,2,0,0,0.10169609372521764,21,0,0,0,0,legitimate
txn_demo_010982,2026-08-11 04:27:55+00:00,merchant_058,1297.379655226489,877.7158960407343,1.4781316609153428,542.2482107180359,128.59899872900223,0.4824186402391487,1,1,0,0,0.4065115863504935,4,0,0,0,0,legitimate
txn_demo_010681,2026-08-09 19:58:33+00:00,merchant_019,274.15634583704696,658.7004740274215,0.4162079073069468,870.2349689580986,314.2614021628033,17.01902394471337,0,1,0,0,0.18794909207377047,19,0,0,0,0,legitimate
txn_demo_010714,2026-08-09 23:22:40+00:00,merchant_047,636.3008239791923,1453.7004968617168,0.43771108653594987,138.97976943444377,3.197784095619656,29.99646486669636,0,4,0,0,0.25157556707726564,23,0,0,0,0,legitimate
txn_demo_011149,2026-08-11 18:01:08+00:00,merchant_020,172.3957905316308,105.16141921109077,1.6393444651558031,46.59096605775158,135.0353007433722,4.067993307397617,0,2,0,0,0.07789046536894366,18,0,0,0,0,legitimate
txn_demo_011168,2026-08-11 19:41:12+00:00,merchant_036,319.2799665970317,441.44847452019746,0.7232553401482505,357.894005438558,216.98368509111404,24.291172576212222,1,2,0,0,0.12533683425312547,19,0,0,0,0,legitimate
txn_demo_010811,2026-08-10 09:39:42+00:00,merchant_022,3016.751316577365,1010.49830044751,2.9854095897453408,331.3582943837477,139.5001835983496,5.990040113028889,0,4,0,0,0.08110933188856169,9,0,0,0,0,legitimate
txn_demo_011002,2026-08-11 05:36:22+00:00,merchant_047,977.2441012136636,513.8973343491102,1.9016329447425857,66.89630431638155,59.783681204892,2.1830209836106653,0,1,0,0,0.2640285161080408,5,0,0,0,0,legitimate
txn_demo_010727,2026-08-10 00:20:00+00:00,merchant_055,830.5985948259982,211.38309744578527,3.929351991064598,619.7949673012629,382.99601446776336,10.97107919999954,0,1,0,0,0.4252992623318586,0,0,0,0,0,legitimate
txn_demo_010967,2026-08-11 03:01:01+00:00,merchant_031,1218.9293971016712,1261.5454425223722,0.9662191753192074,474.5417061716695,328.53569325275083,5.7918908806717155,1,2,0,0,0.08788466333071052,3,0,0,0,0,legitimate
txn_demo_010798,2026-08-10 08:27:02+00:00,merchant_059,441.40556786270054,877.5923272830586,0.5029733671775022,409.92026034825864,361.2040627726299,14.203185650457057,0,2,0,0,0.07534398992650533,8,1,0,0,0,legitimate
txn_demo_010315,2026-08-08 10:44:39+00:00,merchant_015,1133.6453946241554,844.8921895060511,1.3417633737233599,114.96985618344227,92.39999428896715,0.8477302376555358,0,1,0,0,0.2048646070619018,10,0,0,0,0,legitimate
txn_demo_010706,2026-08-09 22:41:44+00:00,merchant_044,392.7492955915012,446.3166953973477,0.8799789468817508,412.7232458007299,296.8507943238683,12.220451475540754,0,4,0,0,0.18517278140203186,22,0,0,1,0,legitimate
